id_municipio,n_municipio,fk_estado
52260041,NACOZARI DE GARCIA,5226
52260004,ALTAR,5226
52260007,ATIL,5226
52260017,CABORCA,5226
52260046,OQUITOA,5226
52260047,PITIQUITO,5226
52260048,PUERTO PEÑASCO,5226
52260055,SAN LUIS RIO COLORADO,5226
52260060,SARIC,5226
52260065,TUBUTAMA,5226
52260070,GENERAL PLUTARCO ELIAS CALLES,5226
52260012,BACUM,5226
52260018,CAJEME,5226
52260049,QUIRIEGO,5226
52260051,ROSARIO,5226
52260071,BENITO JUAREZ,5226
52260072,SAN IGNACIO RIO MUERTO,5226
52260025,EMPALME,5226
52260029,GUAYMAS,5226
52260020,CARBO,5226
52260030,HERMOSILLO,5226
52260056,SAN MIGUEL DE HORCASITAS,5226
52260016,BENJAMIN HILL,5226
52260022,CUCURPE,5226
52260035,IMURIS,5226
52260036,MAGDALENA,5226
52260043,NOGALES,5226
52260058,SANTA ANA,5226
52260059,SANTA CRUZ,5226
52260064,TRINCHERAS,5226
52260021,LA COLORADA,5226
52260037,MAZATAN,5226
52260044,ONAVAS,5226
52260054,SAN JAVIER,5226
52260057,SAN PEDRO DE LA CUEVA,5226
52260061,SOYOPA,5226
52260062,SUAQUI GRANDE,5226
52260068,VILLA PESQUEIRA,5226
52260008,BACADEHUACHI,5226
52260010,BACERAC,5226
52260015,BAVISPE,5226
52260023,CUMPAS,5226
52260024,DIVISADEROS,5226
52260028,GRANADOS,5226
52260031,HUACHINERA,5226
52260032,HUASABAS,5226
52260038,MOCTEZUMA,5226
52260040,NACORI CHICO,5226
52260063,TEPACHE,5226
52260067,VILLA HIDALGO,5226
52260003,ALAMOS,5226
52260026,ETCHOJOA,5226
52260033,HUATABAMPO,5226
52260042,NAVOJOA,5226
52260005,ARIVECHI,5226
52260009,BACANORA,5226
52260052,SAHUARIPA,5226
52260069,YECORA,5226
52260001,ACONCHI,5226
52260006,ARIZPE,5226
52260013,BANAMICHI,5226
52260014,BAVIACORA,5226
52260034,HUEPAC,5226
52260045,OPODEPE,5226
52260050,RAYON,5226
52260053,SAN FELIPE DE JESUS,5226
52260066,URES,5226
52270002,CARDENAS,5227
52270005,COMALCALCO,5227
52270006,CUNDUACAN,5227
52270008,HUIMANGUILLO,5227
52270010,JALPA DE MENDEZ,5227
52270013,NACAJUCA,5227
52270014,PARAISO,5227
52270001,BALANCAN,5227
52270007,EMILIANO ZAPATA,5227
52270011,JONUTA,5227
52270017,TENOSIQUE,5227
52270003,CENTLA,5227
52270004,CENTRO,5227
52270009,JALAPA,5227
52270012,MACUSPANA,5227
52270015,TACOTALPA,5227
52270016,TEAPA,5227
52280001,ABASOLO,5228
52280018,JIMENEZ,5228
52280037,SOTO LA MARINA,5228
52280022,MATAMOROS,5228
52280040,VALLE HERMOSO,5228
52320072,RIO BRAVO,5232
52280004,ANTIGUO MORELOS,5228
52280011,GOMEZ FARIAS,5228
52280021,EL MANTE,5228
52280028,NUEVO MORELOS,5228
52280029,OCAMPO,5228
52280043,XICOTENCATL,5228
52320062,GONZALEZ,5232
52280002,ALDAMA,5228
52280003,ALTAMIRA,5228
52280009,CIUDAD MADERO,5228
52280012,GONZALEZ,5228
52280038,TAMPICO,5228
52280007,CAMARGO,5228
52280015,GUSTAVO DIAZ ORDAZ,5228
52280024,MIER,5228
52280025,MIGUEL ALEMAN,5228
52280032,REYNOSA,5228
52280033,RIO BRAVO,5228
52280006,BUSTAMANTE,5228
52280017,JAUMAVE,5228
52280026,MIQUIHUANA,5228
52280031,PALMILLAS,5228
52280039,TULA,5228
52280014,GUERRERO,5228
52280027,NUEVO LAREDO,5228
52280005,BURGOS,5228
52280010,CRUILLAS,5228
52280023,MENDEZ,5228
52280035,SAN FERNANDO,5228
52280008,CASAS,5228
52280013,G?EMEZ,5228
52280016,HIDALGO,5228
52280019,LLERA,5228
52280020,MAINERO,5228
52280030,PADILLA,5228
52280034,SAN CARLOS,5228
52280036,SAN NICOLAS,5228
52280041,VICTORIA,5228
52280042,VILLAGRAN,5228
52290003,ATLANGATEPEC,5229
52290005,APIZACO,5229
52290006,CALPULALPAN,5229
52290011,MUÑOZ DE DOMINGO ARENAS,5229
52290012,ESPAÑITA,5229
52290014,HUEYOTLIPAN,5229
52290020,SANCTORUM DE LAZARO CARDENAS,5229
52290021,NANACAMILPA DE MARIANO ARISTA,5229
52290031,TETLA DE LA SOLIDARIDAD,5229
52290034,TLAXCO,5229
52290045,BENITO JUAREZ,5229
52290004,ALTZAYANCA,5229
52290007,EL CARMEN TEQUEXQUITLA,5229
52290008,CUAPIAXTLA,5229
52290013,HUAMANTLA,5229
52290016,IXTENCO,5229
52290030,TERRENATE,5229
52290035,TOCATLAN,5229
52290037,ZITLALTEPEC DE TRINIDAD SANCHEZ SANTOS,5229
52290038,TZOMPANTEPEC,5229
52290039,XALOZTOC,5229
52290046,EMILIANO ZAPATA,5229
52290047,LAZARO CARDENAS,5229
52290052,SAN JOSE TEACALCO,5229
52290001,AMAXAC DE GUERRERO,5229
52290002,APETATITLAN DE ANTONIO CARVAJAL,5229
52290009,CUAXOMULCO,5229
52290010,CHIAUTEMPAN,5229
52290015,IXTACUIXTLA DE MARIANO MATAMOROS,5229
52290017,MAZATECOCHCO DE JOSE MARIA MORELOS,5229
52290018,CONTLA DE JUAN CUAMATZI,5229
52290019,TEPETITLA DE LARDIZABAL,5229
52290022,ACUAMANALA DE MIGUEL HIDALGO,5229
52290023,NATIVITAS,5229
52290024,PANOTLA,5229
52290025,SAN PABLO DEL MONTE,5229
52290026,SANTA CRUZ TLAXCALA,5229
52290027,TENANCINGO,5229
52290028,TEOLOCHOLCO,5229
52290029,TEPEYANCO,5229
52290032,TETLATLAHUCA,5229
52290033,TLAXCALA,5229
52290036,TOTOLAC,5229
52290040,XALTOCAN,5229
52290041,PAPALOTLA DE XICOHTENCATL,5229
52290042,XICOHTZINCO,5229
52290043,YAUHQUEMECAN,5229
52290044,ZACATELCO,5229
52290048,LA MAGDALENA TLALTELULCO,5229
52290049,SAN DAMIAN TEXOLOC,5229
52290050,SAN FRANCISCO TETLANOHCAN,5229
52290051,SAN JERONIMO ZACUALPAN,5229
52290053,SAN JUAN HUACTZINCO,5229
52290054,SAN LORENZO AXOCOMANITLA,5229
52290055,SAN LUCAS TECOPILCO,5229
52290056,SANTA ANA NOPALUCAN,5229
52290057,SANTA APOLONIA TEACALCO,5229
52290058,SANTA CATARINA AYOMETLA,5229
52290059,SANTA CRUZ QUILEHTLA,5229
52290060,SANTA ISABEL XILOXOXTLA,5229
52300039,COATZACOALCOS,5230
52300048,COSOLEACAQUE,5230
52300061,LAS CHOAPAS,5230
52300070,HIDALGOTITLAN,5230
52300082,IXHUATLAN DEL SURESTE,5230
52300108,MINATITLAN,5230
52300111,MOLOACAN,5230
52300199,ZARAGOZA,5230
52300204,AGUA DULCE,5230
52300206,NANCHITAL DE LAZARO CARDENAS DEL RIO,5230
52300210,UXPANAPA,5230
52300005,ACULA,5230
52300012,AMATITLAN,5230
52300045,COSAMALOAPAN DE CARPIO,5230
52300054,CHACALTIANGUIS,5230
52300084,IXMATLAHUACAN,5230
52300119,OTATITLAN,5230
52300174,TIERRA BLANCA,5230
52300176,TLACOJALPAN,5230
52300178,TLACOTALPAN,5230
52300190,TUXTILLA,5230
52300207,TRES VALLES,5230
52300208,CARLOS A. CARRILLO,5230
52300001,ACAJETE,5230
52300002,ACATLAN,5230
52300010,ALTOTONGA,5230
52300017,APAZAPAN,5230
52300025,AYAHUALULCO,5230
52300026,BANDERILLA,5230
52300036,COACOATZINTLA,5230
52300038,COATEPEC,5230
52300046,COSAUTLAN DE CARVAJAL,5230
52300057,CHICONQUIACO,5230
52300065,EMILIANO ZAPATA,5230
52300079,IXHUACAN DE LOS REYES,5230
52300086,JALACINGO,5230
52300087,XALAPA,5230
52300088,JALCOMULCO,5230
52300092,XICO,5230
52300093,JILOTEPEC,5230
52300096,LANDERO Y COSS,5230
52300106,MIAHUATLAN,5230
52300107,LAS MINAS,5230
52300112,NAOLINCO,5230
52300128,PEROTE,5230
52300132,LAS VIGAS DE RAMIREZ,5230
52300136,RAFAEL LUCIO,5230
52300156,TATATILA,5230
52300164,TEOCELO,5230
52300166,TEPETLAN,5230
52300177,TLACOLULAN,5230
52300182,TLALNELHUAYOCAN,5230
52300187,TONAYAN,5230
52300194,VILLA ALDAMA,5230
52300006,ACULTZINGO,5230
52300008,ALPATLAHUAC,5230
52300014,AMATLAN DE LOS REYES,5230
52300018,AQUILA,5230
52300019,ASTACINGA,5230
52300020,ATLAHUILCO,5230
52300021,ATOYAC,5230
52300022,ATZACAN,5230
52300024,TLALTETELA,5230
52300029,CALCAHUALCO,5230
52300030,CAMERINO Z. MENDOZA,5230
52300031,CARRILLO PUERTO,5230
52300041,COETZALA,5230
52300043,COMAPA,5230
52300044,CORDOBA,5230
52300047,COSCOMATEPEC,5230
52300052,CUICHAPA,5230
52300053,CUITLAHUAC,5230
52300062,CHOCAMAN,5230
52300068,FORTIN,5230
52300071,HUATUSCO,5230
52300074,HUILOAPAN,5230
52300080,IXHUATLAN DEL CAFE,5230
52300081,IXHUATLANCILLO,5230
52300085,IXTACZOQUITLAN,5230
52300098,MAGDALENA,5230
52300099,MALTRATA,5230
52300101,MARIANO ESCOBEDO,5230
52300110,MIXTLA DE ALTAMIRANO,5230
52300113,NARANJAL,5230
52300115,NOGALES,5230
52300117,OMEALCA,5230
52300118,ORIZABA,5230
52300125,PASO DEL MACHO,5230
52300127,LA PERLA,5230
52300135,RAFAEL DELGADO,5230
52300137,LOS REYES,5230
52300138,RIO BLANCO,5230
52300140,SAN ANDRES TENEJAPAN,5230
52300146,SOCHIAPA,5230
52300147,SOLEDAD ATZOMPA,5230
52300159,TEHUIPANGO,5230
52300162,TENAMPA,5230
52300165,TEPATLAXCO,5230
52300168,TEQUILA,5230
52300171,TEXHUACAN,5230
52300173,TEZONAPA,5230
52300179,TLACOTEPEC DE MEJIA,5230
52300184,TLAQUILPA,5230
52300185,TLILAPAN,5230
52300186,TOMATLAN,5230
52300188,TOTUTLA,5230
52300195,XOXOCOTLA,5230
52300196,YANGA,5230
52300200,ZENTLA,5230
52300201,ZONGOLICA,5230
52300072,HUAYACOCOTLA,5230
52300076,ILAMATLAN,5230
52300083,IXHUATLAN DE MADERO,5230
52300170,TEXCATEPEC,5230
52300180,TLACHICHILCO,5230
52300198,ZACUALPAN,5230
52300202,ZONTECOMATLAN DE LOPEZ Y FUENTES,5230
52300003,ACAYUCAN,5230
52300059,CHINAMECA,5230
52300073,HUEYAPAN DE OCAMPO,5230
52300089,JALTIPAN,5230
52300091,JESUS CARRANZA,5230
52300104,MECAYAPAN,5230
52300116,OLUTA,5230
52300120,OTEAPAN,5230
52300122,PAJAPAN,5230
52300142,SAN JUAN EVANGELISTA,5230
52300144,SAYULA DE ALEMAN,5230
52300145,SOCONUSCO,5230
52300149,SOTEAPAN,5230
52300172,TEXISTEPEC,5230
52300209,TATAHUICAPAN DE JUAREZ,5230
52300004,ACTOPAN,5230
52300009,ALTO LUCERO DE GUTIERREZ BARRIOS,5230
52300016,LA ANTIGUA,5230
52300126,PASO DE OVEJAS,5230
52300134,PUENTE NACIONAL,5230
52300191,URSULO GALVAN,5230
52300023,ATZALAN,5230
52300037,COAHUITLAN,5230
52300042,COLIPA,5230
52300050,COXQUIHUI,5230
52300051,COYUTLA,5230
52300064,CHUMATLAN,5230
52300066,ESPINAL,5230
52300067,FILOMENO MATA,5230
52300069,GUTIERREZ ZAMORA,5230
52300095,JUCHIQUE DE FERRER,5230
52300102,MARTINEZ DE LA TORRE,5230
52300103,MECATLAN,5230
52300109,MISANTLA,5230
52300114,NAUTLA,5230
52300124,PAPANTLA,5230
52300158,TECOLUTLA,5230
52300163,TENOCHTITLAN,5230
52300183,TLAPACOYAN,5230
52300192,VEGA DE ALATORRE,5230
52300197,YECUATLA,5230
52300203,ZOZOCOLCO DE HIDALGO,5230
52300211,SAN RAFAEL,5230
52300013,NARANJOS AMATLAN,5230
52300027,BENITO JUAREZ,5230
52300035,CITLALTEPETL,5230
52300055,CHALMA,5230
52300056,CHICONAMEL,5230
52300058,CHICONTEPEC,5230
52300060,CHINAMPA DE GOROSTIZA,5230
52300063,CHONTLA,5230
52300078,IXCATEPEC,5230
52300121,OZULUAMA DE MASCAREÑAS,5230
52300123,PANUCO,5230
52300129,PLATON SANCHEZ,5230
52300133,PUEBLO VIEJO,5230
52300150,TAMALIN,5230
52300152,TAMPICO ALTO,5230
52300153,TANCOCO,5230
52300154,TANTIMA,5230
52300155,TANTOYUCA,5230
52300161,TEMPOAL,5230
52300205,EL HIGO,5230
52300015,ANGEL R. CABADA,5230
52300032,CATEMACO,5230
52300077,ISLA,5230
52300094,JUAN RODRIGUEZ CLARA,5230
52300097,LERDO DE TEJADA,5230
52300130,PLAYA VICENTE,5230
52300139,SALTABARRANCA,5230
52300141,SAN ANDRES TUXTLA,5230
52300143,SANTIAGO TUXTLA,5230
52300169,JOSE AZUETA,5230
52300212,SANTIAGO SOCHIAPAN,5230
52300033,CAZONES,5230
52300034,CERRO AZUL,5230
52300040,COATZINTLA,5230
52300131,POZA RICA DE HIDALGO,5230
52300151,TAMIAHUA,5230
52300157,CASTILLO DE TEAYO,5230
52300160,ALAMO TEMAPACHE,5230
52300167,TEPETZINTLA,5230
52300175,TIHUATLAN,5230
52300189,TUXPAM,5230
52300007,CAMARON DE TEJEDA,5230
52300011,ALVARADO,5230
52300028,BOCA DEL RIO,5230
52300049,COTAXTLA,5230
52300075,IGNACIO DE LA LLAVE,5230
52300090,JAMAPA,5230
52300100,MANLIO FABIO ALTAMIRANO,5230
52300105,MEDELLIN,5230
52300148,SOLEDAD DE DOBLADO,5230
52300181,TLALIXCOYAN,5230
52300193,VERACRUZ,5230
52310001,ABALA,5231
52310002,ACANCEH,5231
52310004,BACA,5231
52310005,BOKOBA,5231
52310007,CACALCHEN,5231
52310009,CANSAHCAB,5231
52310011,CELESTUN,5231
52310013,CONKAL,5231
52310015,CUZAMA,5231
52310020,CHICXULUB PUEBLO,5231
52310023,CHOCHOLA,5231
52310026,DZEMUL,5231
52310027,DZIDZANTUN,5231
52310028,DZILAM DE BRAVO,5231
52310029,DZILAM GONZALEZ,5231
52310031,DZONCAUICH,5231
52310033,HALACHO,5231
52310034,HOCABA,5231
52310035,HOCTUN,5231
52310036,HOMUN,5231
52310037,HUHI,5231
52310038,HUNUCMA,5231
52310039,IXIL,5231
52310040,IZAMAL,5231
52310041,KANASIN,5231
52310042,KANTUNIL,5231
52310044,KINCHIL,5231
52310045,KOPOMA,5231
52310048,MAXCANU,5231
52310050,MERIDA,5231
52310051,MOCOCHA,5231
52310052,MOTUL,5231
52310054,MUXUPIP,5231
52310055,OPICHEN,5231
52310059,PROGRESO,5231
52310063,SAMAHIL,5231
52310064,SANAHCAT,5231
52310067,SEYE,5231
52310068,SINANCHE,5231
52310071,SUDZAL,5231
52310072,SUMA,5231
52310074,TAHMEK,5231
52310076,TECOH,5231
52310077,TEKAL DE VENEGAS,5231
52310078,TEKANTO,5231
52310080,TEKIT,5231
52310082,TELCHAC PUEBLO,5231
52310083,TELCHAC PUERTO,5231
52310084,TEMAX,5231
52310086,TEPAKAN,5231
52310087,TETIZ,5231
52310088,TEYA,5231
52310090,TIMUCUY,5231
52310093,TIXKOKOB,5231
52310095,TIXPEHUAL,5231
52310100,UCU,5231
52310101,UMAN,5231
52310103,XOCCHEL,5231
52310105,YAXKUKUL,5231
52310106,YOBAIN,5231
52310003,AKIL,5231
52310016,CHACSINKIN,5231
52310018,CHAPAB,5231
52310024,CHUMAYEL,5231
52310025,DZAN,5231
52310046,MAMA,5231
52310047,MANI,5231
52310053,MUNA,5231
52310056,OXKUTZCAB,5231
52310058,PETO,5231
52310062,SACALUM,5231
52310066,SANTA ELENA,5231
52310073,TAHDZIU,5231
52310075,TEABO,5231
52310079,TEKAX,5231
52310089,TICUL,5231
52310094,TIXMEHUAC,5231
52310098,TZUCACAB,5231
52310006,BUCTZOTZ,5231
52310008,CALOTMUL,5231
52310012,CENOTILLO,5231
52310030,DZITAS,5231
52310032,ESPITA,5231
52310057,PANABA,5231
52310060,QUINTANA ROO,5231
52310061,RIO LAGARTOS,5231
52310065,SAN FELIPE,5231
52310070,SUCILA,5231
52310085,TEMOZON,5231
52310096,TIZIMIN,5231
52310097,TUNKAS,5231
52310010,CANTAMAYEC,5231
52310014,CUNCUNUL,5231
52310017,CHANKOM,5231
52310019,CHEMAX,5231
52310021,CHICHIMILA,5231
52310022,CHIKINDZONOT,5231
52310043,KAUA,5231
52310049,MAYAPAN,5231
52310069,SOTUTA,5231
52310081,TEKOM,5231
52310091,TINUM,5231
52310092,TIXCACALCUPUL,5231
52310099,UAYMA,5231
52310102,VALLADOLID,5231
52310104,YAXCABA,5231
52320007,CONCEPCION DEL ORO,5232
52320026,MAZAPIL,5232
52320027,MELCHOR OCAMPO,5232
52320041,EL SALVADOR,5232
52320006,CAÑITAS DE FELIPE PESCADOR,5232
52320010,FRESNILLO,5232
52320049,VALPARAISO,5232
52320001,APOZOL,5232
52320002,APULCO,5232
52320018,HUANUSCO,5232
52320019,JALPA,5232
52320023,JUCHIPILA,5232
52320028,MEZQUITAL DEL ORO,5232
52320033,MOYAHUA DE ESTRADA,5232
52320034,NOCHISTLAN DE MEJIA,5232
52320044,TABASCO,5232
52320015,EL PLATEADO DE JOAQUIN AMARO,5232
52320020,JEREZ,5232
52320031,MONTE ESCOBEDO,5232
52320043,SUSTICACAN,5232
52320046,TEPETONGO,5232
52320055,VILLANUEVA,5232
52320008,CUAUHTEMOC,5232
52320012,GENARO CODINA,5232
52320016,GENERAL PANFILO NATERA,5232
52320024,LORETO,5232
52320025,LUIS MOYA,5232
52320035,NORIA DE ANGELES,5232
52320036,OJOCALIENTE,5232
52320038,PINOS,5232
52320052,VILLA GARCIA,5232
52320053,VILLA GONZALEZ ORTEGA,5232
52320054,VILLA HIDALGO,5232
52320009,CHALCHIHUITES,5232
52320014,GENERAL FRANCISCO R. MURGUIA,5232
52320021,JIMENEZ DEL TEUL,5232
52320022,JUAN ALDAMA,5232
52320029,MIGUEL AUZA,5232
52320039,RIO GRANDE,5232
52320040,SAIN ALTO,5232
52320042,SOMBRERETE,5232
52320003,ATOLINGA,5232
52320004,BENITO JUAREZ,5232
52320011,TRINIDAD GARCIA DE LA CADENA,5232
52320030,MOMAX,5232
52320045,TEPECHITLAN,5232
52320047,TEUL DE GONZALEZ ORTEGA,5232
52320048,TLALTENANGO DE SANCHEZ ROMAN,5232
52320079,SANTA MARÍA DE LA PAZ,5232
52320005,CALERA,5232
52320013,GENERAL ENRIQUE ESTRADA,5232
52320017,GUADALUPE,5232
52320032,MORELOS,5232
52320037,PANUCO,5232
52320050,VETAGRANDE,5232
52320051,VILLA DE COS,5232
52320056,ZACATECAS,5232
52320057,TRANCOSO,5232
